Geneid	Control_1	Control_2	Treat_1	Treat_2
ENSDARG00000094730	1275	1155	1092	1193
ENSDARG00000040352	1843	1690	1406	1561
ENSDARG00000010936	5089	5714	6333	6144
ENSDARG00000089213	575	609	542	527
ENSDARG00000056077	17	4	2	8
ENSDARG00000088693	25	24	20	16
ENSDARG00000088452	25	16	19	9
ENSDARG00000070427	1002	1158	997	1194
ENSDARG00000086126	238	213	293	274
ENSDARG00000018048	8	16	10	8
ENSDARG00000076844	225	193	197	181
ENSDARG00000056105	939	950	870	780
ENSDARG00000070428	224	191	231	253
ENSDARG00000070430	20	22	15	20
ENSDARG00000018750	861	764	701	780
ENSDARG00000095848	0	0	0	0
ENSDARG00000005867	1221	1326	1325	1193
ENSDARG00000091931	264	470	354	327
ENSDARG00000094396	36	21	48	46
ENSDARG00000088805	390	433	550	424
ENSDARG00000040237	3896	4575	4134	3702
ENSDARG00000095906	1699	1972	1315	1404
ENSDARG00000082019	0	0	0	0
ENSDARG00000009018	14652	14476	13384	14208
ENSDARG00000003903	71	112	48	49
ENSDARG00000099412	4263	6142	1046	959
ENSDARG00000102266	226	227	239	230
ENSDARG00000089033	195	172	143	156
ENSDARG00000015543	37	44	39	36
ENSDARG00000040249	175	185	172	171
ENSDARG00000070442	2937	3637	2722	2547
ENSDARG00000078527	354	372	342	247
ENSDARG00000040251	1165	1254	1028	1450
ENSDARG00000074656	173	159	235	484
ENSDARG00000013771	351	537	374	533
ENSDARG00000095888	0	0	0	1
ENSDARG00000040253	847	899	792	709
ENSDARG00000040254	4	10	4	2
ENSDARG00000061644	375	316	347	310
ENSDARG00000008363	4045	5133	4972	5522
ENSDARG00000088567	138	211	115	158
ENSDARG00000020890	5740	7420	6166	5491
ENSDARG00000003027	226	278	181	140
ENSDARG00000054789	302	345	288	272
ENSDARG00000046148	464	504	473	477
ENSDARG00000097107	0	0	0	0
ENSDARG00000093232	66	88	87	64
ENSDARG00000085572	0	0	0	0
ENSDARG00000000189	2379	2589	2260	2107
ENSDARG00000087113	0	0	0	0
ENSDARG00000086226	2	0	0	0
ENSDARG00000098455	435	416	351	377
ENSDARG00000076861	712	713	539	606
ENSDARG00000016173	6375	8110	8085	7488
ENSDARG00000014015	1829	1813	1908	1877
ENSDARG00000060753	686	650	639	659
ENSDARG00000097142	3	1	0	1
ENSDARG00000013415	1287	1368	1606	1343
ENSDARG00000054949	1	4	4	8
ENSDARG00000054946	24	25	39	28
ENSDARG00000040186	458	609	530	535
ENSDARG00000054941	122	143	190	171
ENSDARG00000084959	0	0	0	0
ENSDARG00000004672	1764	1815	1679	1563
ENSDARG00000013153	58	38	83	88
ENSDARG00000077326	1509	1550	1507	1449
ENSDARG00000077427	22	35	15	24
ENSDARG00000054914	627	645	893	918
ENSDARG00000019585	1	2	0	0
ENSDARG00000093167	0	0	0	0
ENSDARG00000040214	427	477	400	360
ENSDARG00000016573	3151	2973	1864	1902
ENSDARG00000094776	0	0	0	0
ENSDARG00000011635	23	24	30	23
ENSDARG00000073799	47	42	59	64
ENSDARG00000002082	4002	4627	4356	4265
ENSDARG00000054814	2994	4559	4117	3616
ENSDARG00000096848	5	0	2	4
ENSDARG00000010420	1958	2496	1616	1347
ENSDARG00000076685	107	134	128	89
ENSDARG00000020084	422	548	475	407
ENSDARG00000100287	14	10	19	18
ENSDARG00000017427	1255	1455	1795	1475
ENSDARG00000090352	931	771	1447	1751
ENSDARG00000103695	0	0	0	0
ENSDARG00000103504	26	27	24	19
ENSDARG00000102094	86	98	208	140
ENSDARG00000100248	9	13	12	11
ENSDARG00000100599	18	11	18	28
ENSDARG00000100054	33	56	53	51
ENSDARG00000101481	1666	1547	1338	1530
ENSDARG00000089043	560	558	645	692
ENSDARG00000025789	7101	8464	7868	7014
ENSDARG00000040159	321	346	373	309
ENSDARG00000040158	2798	3116	3303	3719
ENSDARG00000034616	3600	4017	3406	3333
ENSDARG00000092067	2155	2107	1931	1782
ENSDARG00000095894	0	9	0	0
ENSDARG00000021184	1871	2099	1659	1519
ENSDARG00000011405	62002	72364	53827	59009
ENSDARG00000091573	117	104	75	75
ENSDARG00000002971	610	639	667	549
ENSDARG00000097126	0	0	0	0
ENSDARG00000041947	838	916	788	1074
ENSDARG00000093119	21	11	4	13
ENSDARG00000092052	10	8	14	12
ENSDARG00000056510	1509	1561	1340	1478
ENSDARG00000033436	608	582	581	622
ENSDARG00000093710	0	0	0	0
ENSDARG00000031757	202	226	230	210
ENSDARG00000037633	403	491	438	394
ENSDARG00000029114	3654	4337	3144	2749
ENSDARG00000095904	955	1034	1038	834
ENSDARG00000092180	2	0	0	0
ENSDARG00000007135	2348	2325	2132	2011
ENSDARG00000069893	1694	1652	1673	1510
ENSDARG00000095197	0	0	0	0
ENSDARG00000005371	40	61	17	18
ENSDARG00000042030	2212	2541	2090	2069
ENSDARG00000059983	194	204	204	232
ENSDARG00000015930	1340	1844	1546	1610
ENSDARG00000012726	97	62	74	69
ENSDARG00000074947	91	89	98	124
ENSDARG00000041980	14	10	28	52
ENSDARG00000003576	603	685	543	593
ENSDARG00000074691	281	310	353	377
ENSDARG00000097514	0	0	2	1
ENSDARG00000076262	1326	1557	1300	1227
ENSDARG00000026941	560	671	554	563
ENSDARG00000085328	1	0	1	2
ENSDARG00000078981	470	443	353	310
ENSDARG00000069857	665	671	649	613
ENSDARG00000069855	4953	4467	3613	4033
ENSDARG00000075013	388	441	473	461
ENSDARG00000087048	209	299	226	242
ENSDARG00000053201	57	88	67	65
ENSDARG00000078701	351	418	439	302
ENSDARG00000007842	22	34	21	15
ENSDARG00000053215	624	517	577	564
ENSDARG00000100691	1993	1966	1783	1682
ENSDARG00000098809	3823	4050	3246	3054
ENSDARG00000019962	1692	1993	1738	1454
ENSDARG00000053291	16947	19073	14140	14570
ENSDARG00000039970	34	41	37	41
ENSDARG00000039969	792	955	1067	904
ENSDARG00000069833	721	679	559	615
ENSDARG00000069830	96	75	60	58
ENSDARG00000069829	1370	1569	1284	1288
ENSDARG00000104319	4	1	0	3
ENSDARG00000092939	1	0	0	0
ENSDARG00000092272	42	43	29	31
ENSDARG00000009823	1647	1997	1689	1531
ENSDARG00000039958	286	339	290	343
ENSDARG00000034643	852	1062	861	739
ENSDARG00000092771	0	0	0	0
ENSDARG00000093958	0	2	0	0
ENSDARG00000104340	147	171	131	190
ENSDARG00000098080	1574	2122	1909	1716
ENSDARG00000069815	59	46	51	70
ENSDARG00000087528	499	474	588	575
ENSDARG00000103127	338	422	364	350
ENSDARG00000101710	4085	5242	4800	4220
ENSDARG00000101952	178	235	166	183
ENSDARG00000069807	919	917	824	825
ENSDARG00000039943	1477	1758	1657	1636
ENSDARG00000083433	0	0	0	0
ENSDARG00000004724	1040	1217	756	795
ENSDARG00000037159	123	130	77	113
ENSDARG00000037158	291	384	489	506
ENSDARG00000032221	1351	1456	1505	1320
ENSDARG00000091368	98	144	87	87
ENSDARG00000037154	1109	1267	1102	998
ENSDARG00000105308	42	25	37	30
ENSDARG00000053425	405	355	485	416
ENSDARG00000095152	606	703	594	504
ENSDARG00000034907	532	579	592	445
ENSDARG00000033655	19536	23661	16441	16388
ENSDARG00000090097	0	2	0	0
ENSDARG00000097399	0	0	0	0
ENSDARG00000101081	1315	1466	1229	1184
ENSDARG00000099707	0	0	0	0
ENSDARG00000103181	534	446	522	551
ENSDARG00000100379	0	0	2	5
ENSDARG00000101352	0	0	0	4
ENSDARG00000104865	4	4	7	10
ENSDARG00000101170	147	135	166	97
ENSDARG00000104030	2430	2938	2493	2255
ENSDARG00000098386	3426	4271	2749	2851
ENSDARG00000101009	1996	2016	1623	1592
ENSDARG00000104311	833	910	800	811
ENSDARG00000104760	897	838	785	900
ENSDARG00000098802	1307	1375	1193	1204
ENSDARG00000098223	15	11	20	18
ENSDARG00000101989	694	793	612	507
ENSDARG00000099448	1536	2064	1777	2058
ENSDARG00000102701	376	323	312	343
ENSDARG00000101888	480	445	371	335
ENSDARG00000099429	845	1008	840	873
ENSDARG00000103978	1452	1428	1174	1078
ENSDARG00000102987	953	870	960	799
ENSDARG00000102416	23	37	13	15
ENSDARG00000098135	833	931	946	971
ENSDARG00000102980	0	0	2	2
ENSDARG00000092299	0	0	0	0
ENSDARG00000093819	0	0	0	0
ENSDARG00000099550	0	0	0	0
ENSDARG00000079752	3824	3995	3668	3244
ENSDARG00000060469	1534	1682	1627	1455
ENSDARG00000003869	955	908	940	911
ENSDARG00000031598	412	502	369	350
ENSDARG00000029230	4381	4257	4582	4688
ENSDARG00000069941	1	3	10	5
ENSDARG00000103001	648	565	481	446
ENSDARG00000076544	1771	1713	1461	1298
ENSDARG00000039989	264	291	308	303
ENSDARG00000088650	234	285	225	186
ENSDARG00000075133	2038	2314	1829	1872
ENSDARG00000100871	0	0	0	0
ENSDARG00000089333	8	6	10	6
ENSDARG00000087369	199	152	210	208
ENSDARG00000074763	113	119	94	100
ENSDARG00000095533	185	110	139	214
ENSDARG00000077499	1686	1966	1525	1340
ENSDARG00000034577	464	618	370	369
ENSDARG00000076542	1788	2030	1862	1606
ENSDARG00000024717	1700	1598	1400	1158
ENSDARG00000040111	1483	1621	1748	1626
ENSDARG00000009133	1068	1145	1078	1197
ENSDARG00000076246	282	328	317	291
ENSDARG00000060435	687	717	549	552
ENSDARG00000023724	1148	1151	1191	1153
ENSDARG00000054344	221	250	265	223
ENSDARG00000060445	277	323	303	249
ENSDARG00000040118	3031	3300	3090	2502
ENSDARG00000079553	65	87	94	106
ENSDARG00000079570	461	498	452	431
ENSDARG00000090697	15202	17850	14295	14209
ENSDARG00000084310	0	1	0	0
ENSDARG00000003308	2346	2665	2394	2335
ENSDARG00000091623	229	266	207	185
ENSDARG00000076546	68	54	59	49
ENSDARG00000078844	2	1	2	0
ENSDARG00000070046	213	275	340	312
ENSDARG00000094302	3	0	2	2
ENSDARG00000053479	435	445	435	323
ENSDARG00000060112	2454	2865	2232	2046
ENSDARG00000104589	0	0	4	2
ENSDARG00000040021	985	989	827	902
ENSDARG00000010981	717	684	680	642
ENSDARG00000102717	205	174	140	195
ENSDARG00000029615	693	910	623	621
ENSDARG00000040024	713	623	882	786
ENSDARG00000040027	850	820	837	811
ENSDARG00000001890	2848	3336	3674	3558
ENSDARG00000034541	2170	2218	2386	2292
ENSDARG00000044574	478	487	521	437
ENSDARG00000097794	228	207	202	166
ENSDARG00000083807	0	0	0	0
ENSDARG00000102563	0	0	0	0
ENSDARG00000074286	171	173	149	126
ENSDARG00000095642	4	6	3	5
ENSDARG00000087388	35	30	31	41
ENSDARG00000040033	241	378	319	360
ENSDARG00000092136	48	63	63	69
ENSDARG00000100910	0	0	0	0
ENSDARG00000083397	0	0	0	0
ENSDARG00000070081	266	350	293	287
ENSDARG00000097565	0	0	0	0
ENSDARG00000070085	176	252	252	224
ENSDARG00000090181	197	239	241	186
ENSDARG00000075723	1	5	0	0
ENSDARG00000021141	556	546	629	484
ENSDARG00000078204	39	57	36	25
ENSDARG00000053652	315	327	274	298
ENSDARG00000075149	522	457	493	444
ENSDARG00000100586	1	3	1	3
ENSDARG00000028017	882	867	1012	1153
ENSDARG00000098529	271	376	404	391
ENSDARG00000102445	926	1207	1010	817
ENSDARG00000093560	0	0	0	0
ENSDARG00000040059	1118	1006	926	959
ENSDARG00000070092	136	121	106	97
ENSDARG00000070108	1468	1749	1627	1538
ENSDARG00000091206	0	1	0	0
ENSDARG00000092062	2	1	2	2
ENSDARG00000090670	0	1	0	0
ENSDARG00000018096	717	786	1002	835
ENSDARG00000070124	1325	1369	1533	1545
ENSDARG00000094928	0	0	2	2
ENSDARG00000076539	10	2	16	20
ENSDARG00000087564	27	8	50	34
ENSDARG00000101095	747	826	585	588
ENSDARG00000097237	8	9	6	10
ENSDARG00000099631	953	1137	1089	1125
ENSDARG00000010032	373	393	310	296
ENSDARG00000076132	0	1	6	3
ENSDARG00000032743	10	6	12	10
ENSDARG00000087679	44	21	20	28
ENSDARG00000070131	117	118	130	110
ENSDARG00000096021	37	21	17	38
ENSDARG00000091985	0	2	2	5
ENSDARG00000070132	26	118	34	69
ENSDARG00000060197	1024	1158	1124	938
ENSDARG00000053828	59	67	43	29
ENSDARG00000060215	575	793	700	590
ENSDARG00000093892	0	3	0	0
ENSDARG00000004939	644	701	651	543
ENSDARG00000097581	1	0	0	0
ENSDARG00000018853	2134	2394	2235	2135
ENSDARG00000027099	2568	3122	3126	3015
ENSDARG00000077759	0	2	0	0
ENSDARG00000094400	3	5	15	10
ENSDARG00000078368	0	0	0	0
ENSDARG00000076319	2	0	0	0
ENSDARG00000079706	0	0	0	0
ENSDARG00000060222	909	989	966	929
ENSDARG00000076689	2585	2840	2516	2237
ENSDARG00000093087	7	4	22	27
ENSDARG00000091933	57	56	56	59
ENSDARG00000070170	390	425	320	283
ENSDARG00000040076	1191	1149	1550	1806
ENSDARG00000008165	351	371	400	438
ENSDARG00000053868	166	184	141	147
ENSDARG00000040080	291	304	359	373
ENSDARG00000070178	17	8	20	9
ENSDARG00000040081	49	32	80	83
ENSDARG00000092955	0	1	2	0
ENSDARG00000070187	2797	3200	3092	2833
ENSDARG00000060256	199	207	164	196
ENSDARG00000101325	1913	1894	1737	1540
ENSDARG00000053912	1828	2647	3181	2789
ENSDARG00000060259	178	203	105	105
ENSDARG00000102167	443	340	327	305
ENSDARG00000069981	6056	5645	5181	4898
ENSDARG00000086682	9	7	0	0
ENSDARG00000089145	0	0	0	0
ENSDARG00000081271	3	1	0	0
ENSDARG00000017397	3111	3232	4180	3698
ENSDARG00000040130	43	57	4	7
ENSDARG00000103484	76	117	96	71
ENSDARG00000088867	2	0	1	2
ENSDARG00000021033	1302	1551	1517	1389
ENSDARG00000005150	151	134	156	159
ENSDARG00000069995	268	283	232	204
ENSDARG00000073952	525	588	621	558
ENSDARG00000096933	74	76	84	147
ENSDARG00000076719	718	772	576	579
ENSDARG00000013734	609	694	748	654
ENSDARG00000070000	2413	2738	1780	1612
ENSDARG00000097222	0	0	0	0
ENSDARG00000097227	0	0	0	2
ENSDARG00000030494	455	637	475	444
ENSDARG00000097750	16	29	23	23
ENSDARG00000089196	0	0	0	0
ENSDARG00000077641	468	460	442	410
ENSDARG00000025500	421	493	470	457
ENSDARG00000088189	0	3	6	0
ENSDARG00000097761	16	24	63	70
ENSDARG00000008014	654	614	557	534
ENSDARG00000097528	2960	3606	2760	2756
ENSDARG00000090552	2287	2282	2783	2879
ENSDARG00000003927	1147	1297	1698	1504
ENSDARG00000077103	50	46	93	102
ENSDARG00000009961	30	36	53	79
ENSDARG00000015856	491	575	462	474
ENSDARG00000074796	341	300	351	301
ENSDARG00000060532	1597	1805	1544	1239
ENSDARG00000101543	1147	1102	794	877
ENSDARG00000076590	1208	1212	1652	1520
ENSDARG00000040121	1291	1585	1345	1363
ENSDARG00000060489	945	1250	918	948
ENSDARG00000099190	11	12	30	12
ENSDARG00000104344	67	91	46	61
ENSDARG00000024940	665	704	738	752
ENSDARG00000079946	223	219	425	556
ENSDARG00000089665	1895	2008	1638	1627
ENSDARG00000095865	166	168	182	121
ENSDARG00000100474	1	4	0	0
ENSDARG00000095821	143	169	141	176
ENSDARG00000040123	953	1110	979	828
ENSDARG00000028367	260	418	294	286
ENSDARG00000079543	1302	1258	1113	1429
ENSDARG00000078347	24	33	19	13
ENSDARG00000101606	1312	1491	1128	1091
ENSDARG00000002267	821	1079	871	985
ENSDARG00000010738	73	82	62	69
ENSDARG00000097563	4	1	0	1
ENSDARG00000097599	3	2	0	2
ENSDARG00000036284	1	2	2	4
ENSDARG00000089112	7	15	4	14
ENSDARG00000021866	82	47	60	90
ENSDARG00000011333	1427	1949	1600	1363
ENSDARG00000039910	761	710	767	617
ENSDARG00000053005	13	23	23	42
ENSDARG00000089586	217	135	142	115
ENSDARG00000039913	1338	1356	1448	1310
ENSDARG00000039914	32695	33887	32347	32134
ENSDARG00000097752	43	31	22	26
ENSDARG00000097746	276	278	165	227
ENSDARG00000103738	2	4	11	8
ENSDARG00000103941	0	0	2	0
ENSDARG00000104882	0	8	0	2
ENSDARG00000104398	17	4	5	23
ENSDARG00000102555	1600	1684	1600	1851
ENSDARG00000104303	6	6	6	0
ENSDARG00000099014	2185	2577	1957	2174
ENSDARG00000100902	3	2	6	14
ENSDARG00000099497	0	0	0	1
ENSDARG00000099117	2099	1754	1420	1585
ENSDARG00000099784	0	1	0	0
ENSDARG00000105248	66	54	27	52
ENSDARG00000027609	327	250	374	320
ENSDARG00000053027	10	7	9	14
ENSDARG00000073893	369	382	440	518
ENSDARG00000007727	551	476	545	652
ENSDARG00000057439	89	68	86	75
ENSDARG00000069765	1247	1716	1187	1125
ENSDARG00000101286	10	11	8	10
ENSDARG00000041481	1686	1926	1999	1732
ENSDARG00000041483	1546	1965	1665	1812
ENSDARG00000004586	151	122	145	156
ENSDARG00000080340	0	0	0	0
ENSDARG00000041490	58	16	39	44
ENSDARG00000095863	3014	4398	9585	11608
ENSDARG00000016516	2711	3766	3145	3052
ENSDARG00000017220	654	792	775	630
ENSDARG00000069755	1024	1409	995	892
ENSDARG00000104269	133	132	79	66
ENSDARG00000059945	8964	10094	7672	7626
ENSDARG00000039915	369	470	421	448
ENSDARG00000102747	0	0	1	0
ENSDARG00000082380	0	0	0	0
ENSDARG00000033172	667	794	901	818
ENSDARG00000091909	16	14	10	9
ENSDARG00000097192	436	388	295	330
ENSDARG00000091161	808	635	570	493
ENSDARG00000091215	802	1006	665	611
ENSDARG00000089889	113	134	123	107
ENSDARG00000069728	139	124	120	128
ENSDARG00000075718	1318	1340	1543	1565
ENSDARG00000039871	310	337	409	343
ENSDARG00000099491	1328	1151	1412	1427
ENSDARG00000099715	32	30	23	26
ENSDARG00000104969	0	0	1	1
ENSDARG00000087297	3	9	7	5
ENSDARG00000075622	290	279	109	94
ENSDARG00000105043	4	6	18	22
ENSDARG00000104134	4	6	5	3
ENSDARG00000098387	1682	1945	1583	1672
ENSDARG00000089399	1107	1032	858	993
ENSDARG00000074390	2592	2610	3174	4352
ENSDARG00000052975	2672	3053	3210	3210
ENSDARG00000039872	462	590	449	404
ENSDARG00000052954	319	297	272	301
ENSDARG00000014340	360	413	434	451
ENSDARG00000076638	275	270	297	259
ENSDARG00000090496	101	147	88	48
ENSDARG00000098073	0	0	0	0
ENSDARG00000098402	7	13	4	10
ENSDARG00000042608	369	440	345	320
ENSDARG00000099978	123	148	167	140
ENSDARG00000102587	459	500	460	499
ENSDARG00000087087	79	135	69	68
ENSDARG00000099098	44	58	48	65
ENSDARG00000021849	147	108	105	135
ENSDARG00000052673	2694	2914	3076	2979
ENSDARG00000026835	215	243	244	240
ENSDARG00000001971	238	143	342	361
ENSDARG00000077905	251	387	293	257
ENSDARG00000080241	0	0	0	0
ENSDARG00000102452	4719	5637	4888	5057
ENSDARG00000006092	7852	8724	8751	7915
ENSDARG00000103155	656	704	731	549
ENSDARG00000019717	1947	2363	2162	1902
ENSDARG00000088308	273	241	250	306
ENSDARG00000097878	42	37	25	27
ENSDARG00000079766	88	95	98	94
ENSDARG00000046087	778	835	693	627
ENSDARG00000097239	122	159	115	159
ENSDARG00000098654	24	59	38	45
ENSDARG00000062621	580	561	582	566
ENSDARG00000101526	121	188	135	131
ENSDARG00000069703	18	16	22	18
ENSDARG00000007257	934	934	1089	959
ENSDARG00000086162	357	309	304	273
ENSDARG00000034670	1752	1864	2000	1807
ENSDARG00000003820	3716	3039	2371	2121
ENSDARG00000025335	52	69	39	25
ENSDARG00000041292	1	2	4	5
ENSDARG00000041295	515	704	650	500
ENSDARG00000089237	55	49	59	42
ENSDARG00000009250	5079	5750	4839	5123
ENSDARG00000087519	28	20	39	38
ENSDARG00000103034	1510	1007	1367	1723
ENSDARG00000098826	779	713	706	640
ENSDARG00000102916	80	91	113	115
ENSDARG00000083781	0	0	0	0
ENSDARG00000102175	1565	1123	629	642
ENSDARG00000099512	0	0	0	0
ENSDARG00000103140	0	0	0	0
ENSDARG00000022176	532	462	485	460
ENSDARG00000059890	6	5	7	3
ENSDARG00000097901	25	14	19	31
ENSDARG00000079661	6	3	4	8
ENSDARG00000104656	459	394	258	248
ENSDARG00000100886	19	145	94	85
ENSDARG00000098129	136	316	199	227
ENSDARG00000059888	279	287	353	302
ENSDARG00000092644	153	204	241	252
ENSDARG00000039851	566	604	530	579
ENSDARG00000099572	15959	18983	20881	18305
ENSDARG00000100697	3102	5393	4142	4378
ENSDARG00000091801	1301	1935	2048	2151
ENSDARG00000095830	93	119	121	121
ENSDARG00000057263	111	82	117	95
ENSDARG00000096888	204	231	236	249
ENSDARG00000103312	73	87	83	99
ENSDARG00000062517	282	326	269	227
ENSDARG00000067784	74	98	58	91
ENSDARG00000101258	980	1158	1207	955
ENSDARG00000080578	0	0	0	0
ENSDARG00000005791	27160	31269	23643	24791
ENSDARG00000099582	251	351	218	287
ENSDARG00000063300	1917	2279	2291	2073
ENSDARG00000009480	2306	2843	2242	2211
ENSDARG00000067912	422	343	378	340
ENSDARG00000087131	287	257	279	269
ENSDARG00000059838	849	1120	823	744
ENSDARG00000038439	17385	16043	18665	18588
ENSDARG00000022415	1088	1140	1104	1005
ENSDARG00000018192	4040	5121	5112	4489
ENSDARG00000098309	2	7	9	2
ENSDARG00000052789	1186	1223	1052	1057
ENSDARG00000023967	3383	3880	3030	2898
ENSDARG00000077775	79	101	102	78
ENSDARG00000038445	255	289	253	229
ENSDARG00000105258	98	99	94	114
ENSDARG00000105029	386	427	351	289
ENSDARG00000076202	49	56	35	38
ENSDARG00000017143	974	1187	1102	1009
ENSDARG00000025043	59	52	125	148
ENSDARG00000055271	309	269	318	291
ENSDARG00000069929	425	324	330	319
ENSDARG00000086950	813	580	503	515
ENSDARG00000097847	35	34	40	69
ENSDARG00000090473	68	45	76	68
ENSDARG00000012588	771	1043	680	652
ENSDARG00000097164	11	10	14	12
ENSDARG00000069594	895	975	676	774
ENSDARG00000031809	239	278	245	171
ENSDARG00000052746	2098	2085	2026	2055
ENSDARG00000059811	553	605	607	647
ENSDARG00000097049	2	0	0	2
ENSDARG00000097064	4	8	3	0
ENSDARG00000097039	16	22	28	36
ENSDARG00000052747	653	531	658	694
ENSDARG00000059806	506	525	602	493
ENSDARG00000097042	12	20	21	11
ENSDARG00000041464	227	196	230	202
ENSDARG00000098792	40	40	60	62
ENSDARG00000005085	1286	1601	1075	1344
ENSDARG00000036308	94	114	140	140
ENSDARG00000074665	284	270	275	218
ENSDARG00000009494	838	956	911	839
ENSDARG00000014858	30	17	26	23
ENSDARG00000005713	1402	1040	1654	1488
ENSDARG00000102438	18	34	18	28
ENSDARG00000100043	47	37	56	29
ENSDARG00000042010	5990	5633	7361	8546
ENSDARG00000042014	86	93	68	78
ENSDARG00000059870	475	504	504	506
ENSDARG00000104186	56	45	33	27
ENSDARG00000038006	307	310	280	315
ENSDARG00000103568	0	0	0	0
ENSDARG00000103373	0	0	0	0
ENSDARG00000102914	1334	1512	1212	1148
ENSDARG00000104753	4	1	0	4
ENSDARG00000104447	0	2	5	5
ENSDARG00000069499	30	25	6	22
ENSDARG00000099405	15	15	27	35
ENSDARG00000102087	52	87	128	126
ENSDARG00000097758	0	3	0	0
ENSDARG00000096840	4	4	2	6
ENSDARG00000091079	885	1066	824	885
ENSDARG00000021891	207	207	189	202
ENSDARG00000035023	1807	1397	1435	1661
ENSDARG00000098650	278	244	420	330
ENSDARG00000104243	39	31	33	29
ENSDARG00000103670	613	778	407	399
ENSDARG00000017219	50759	50131	44773	45353
ENSDARG00000044685	1169	742	903	1339
ENSDARG00000079834	294	343	295	282
ENSDARG00000088541	72	100	92	72
ENSDARG00000069589	560	548	494	513
ENSDARG00000059760	1240	1411	1114	1088
ENSDARG00000097162	10	9	24	11
ENSDARG00000069583	3192	3471	3213	3528
ENSDARG00000077559	680	212	519	542
ENSDARG00000102419	156	147	100	97
ENSDARG00000101553	0	1	0	0
ENSDARG00000100805	300	221	285	248
ENSDARG00000104618	41	66	61	48
ENSDARG00000100019	144	162	257	193
ENSDARG00000098717	4	0	3	2
ENSDARG00000099197	501340	680796	481659	460292
ENSDARG00000104448	0	1	23	17
ENSDARG00000104864	273	289	263	229
ENSDARG00000100491	1	0	1	2
ENSDARG00000101943	0	0	0	0
ENSDARG00000099352	800	590	769	606
ENSDARG00000102983	31	114	94	66
ENSDARG00000098586	187	109	151	135
ENSDARG00000099928	75	52	42	36
ENSDARG00000102021	221	203	143	163
ENSDARG00000101676	338	400	339	336
ENSDARG00000104959	145	177	151	161
ENSDARG00000100894	178	262	170	182
ENSDARG00000099517	3759	6801	7528	5833
ENSDARG00000103598	185	216	261	229
ENSDARG00000102761	72	83	91	59
ENSDARG00000104482	42	25	29	26
ENSDARG00000101789	380	383	467	434
ENSDARG00000098588	772	969	728	793
ENSDARG00000103671	106	99	103	76
ENSDARG00000077725	300	307	216	260
ENSDARG00000103933	48	57	71	79
ENSDARG00000098849	82	81	95	98
ENSDARG00000102071	145	194	140	114
ENSDARG00000100954	393	436	363	328
ENSDARG00000079220	382	420	460	469
ENSDARG00000014717	4974	7563	6062	5650
